,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
5566,16346938,CHEMBL3706157,"Inhibition Assay: The object of this assay was to test the inventive compounds for the kinase inhibitory activity in vitro. In this assay, an isotopic labeling method was used to label the gamma phosphate group on ATP. EGFR (including wild type, L858R mutant type and L858R/T790M double mutant type), VEGFR2, ALK, BTK, c-KIT, c-SRC, MET, PDGFRalpha and FLT3 kinases were tested in vitro for the activity inhibition. Staurosporine was used as a reference molecule (or referred to as a positive control). The kinase inhibitory activities of the tested compounds were expressed in the IC50 value (half inhibition concentration) or the kinase activity inhibitory rate by the tested compounds at 10 uM. The IC50 value can be obtained by the calculation of the inhibitory rates at a series of different concentrations of the tested compounds. 1. Materials:  20mM 3-(N-morpholinyl)propylsulfonic acid (MOPS);  1mM Ethylenediaminetetraacetic acid (EDTA);  0.01% Polyethylene glycol lauryl ether (Brij-35).",B,CHEMBL3678946,=,nM,1.0,CHEMBL203,Homo sapiens,IC50,nM,1.0
5567,16347940,CHEMBL3707998,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,CHEMBL3699604,=,nM,20.0,CHEMBL203,Homo sapiens,IC50,nM,20.0
5568,16348584,CHEMBL3707998,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,CHEMBL3699583,=,nM,5.5,CHEMBL203,Homo sapiens,IC50,nM,5.5
5569,16348924,CHEMBL3707998,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,CHEMBL3699616,=,nM,650.0,CHEMBL203,Homo sapiens,IC50,nM,650.0
5570,16350973,CHEMBL3706157,"Inhibition Assay: The object of this assay was to test the inventive compounds for the kinase inhibitory activity in vitro. In this assay, an isotopic labeling method was used to label the gamma phosphate group on ATP. EGFR (including wild type, L858R mutant type and L858R/T790M double mutant type), VEGFR2, ALK, BTK, c-KIT, c-SRC, MET, PDGFRalpha and FLT3 kinases were tested in vitro for the activity inhibition. Staurosporine was used as a reference molecule (or referred to as a positive control). The kinase inhibitory activities of the tested compounds were expressed in the IC50 value (half inhibition concentration) or the kinase activity inhibitory rate by the tested compounds at 10 uM. The IC50 value can be obtained by the calculation of the inhibitory rates at a series of different concentrations of the tested compounds. 1. Materials:  20mM 3-(N-morpholinyl)propylsulfonic acid (MOPS);  1mM Ethylenediaminetetraacetic acid (EDTA);  0.01% Polyethylene glycol lauryl ether (Brij-35).",B,CHEMBL2178368,=,nM,29.0,CHEMBL203,Homo sapiens,IC50,nM,29.0
5571,16352077,CHEMBL3705968,"ELISA-Based Kinase Assay: Inhibition of erbB tyrosine kinase activity was assessed using an ELISA-based receptor tyrosine kinase assay. Kinase reactions (50 mM HEPES, pH 7.4, 125 mM NaCl, 10 mM MgCl2, 100 μM sodium orthovanadate, 2 mM dithiothreitol, 20 uM ATP, test compound or vehicle control and 1-5 nM GST-erbB per 50 uL reaction) were run in 96-well plates coated with 0.25 mg/ml poly-Glu-Tyr (Sigma). The reactions were incubated for 6 minutes at room temperature while shaking. Kinase reactions were stopped by removal of reaction mixture, then wells were washed with wash buffer comprising 3% Bovine Serum Albumin and 0.1% Tween 20 in Phosphate Buffered Saline (PBS). Phosphorylated tyrosine residues were detected by adding 0.2 μg/ml anti-phosphotyrosine antibody (Oncogene Ab-4; 50 μL/well) coupled to Horse Radish Peroxidase (HRP) for 25 minutes while shaking at room temperature.",B,CHEMBL2110732,=,nM,6.9,CHEMBL203,Homo sapiens,IC50,nM,6.9
5572,16353439,CHEMBL3706050,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,CHEMBL3699622,<,nM,1.0,CHEMBL203,Homo sapiens,IC50,nM,1.0
5573,16354332,CHEMBL3706157,"Inhibition Assay: The object of this assay was to test the inventive compounds for the kinase inhibitory activity in vitro. In this assay, an isotopic labeling method was used to label the gamma phosphate group on ATP. EGFR (including wild type, L858R mutant type and L858R/T790M double mutant type), VEGFR2, ALK, BTK, c-KIT, c-SRC, MET, PDGFRalpha and FLT3 kinases were tested in vitro for the activity inhibition. Staurosporine was used as a reference molecule (or referred to as a positive control). The kinase inhibitory activities of the tested compounds were expressed in the IC50 value (half inhibition concentration) or the kinase activity inhibitory rate by the tested compounds at 10 uM. The IC50 value can be obtained by the calculation of the inhibitory rates at a series of different concentrations of the tested compounds. 1. Materials:  20mM 3-(N-morpholinyl)propylsulfonic acid (MOPS);  1mM Ethylenediaminetetraacetic acid (EDTA);  0.01% Polyethylene glycol lauryl ether (Brij-35).",B,CHEMBL3678947,=,nM,7.0,CHEMBL203,Homo sapiens,IC50,nM,7.0
5574,16355210,CHEMBL3706050,"Omnia Assay: Briefly, 10x stocks of EGFR-WT (PV3872) from Invitrogen and EGFR-T790M/L858R (40350) from BPS Bioscience, San Diego, Calif., 1.13xATP (AS001A) and appropriate Tyr-Sox conjugated peptide substrates (KCZ1001) were prepared in 1x kinase reaction buffer consisting of 20 mM Tris, pH 7.5, 5 mM MgCl2, 1 mM EGTA, 5 mM beta-glycerophosphate, 5% glycerol (10x stock, KB002A) and 0.2 mM DTT (DS001A). 5 uL of each enzyme were pre-incubated in a Corning (#3574) 384-well, white, non-binding surface microtiter plate (Corning, N.Y.) for 30 min. at 25C. with a 0.5 Î¼L volume of 50% DMSO and serially diluted compounds prepared in 50% DMSO. Kinase reactions were started with the addition of 45 uL of the ATP/Tyr-Sox peptide substrate mix and monitored every 71 seconds for 60 minutes at lamda ex360/lamda em485 in a Synergy4 plate reader from BioTek (Winooski, Vt.). At the conclusion of each assay, progress curves from each well were examined for linear reaction kinetics and fit statistics (R2, 95% confidence interval, absolute sum of squares). Initial velocity (0 minutes to 30 minutes) from each reaction was determined from the slope of a plot of relative fluorescence units vs time (minutes) and then plotted against inhibitor concentration to estimate IC50 from log [Inhibitor] vs Response, Variable Slope model in GraphPad Prism from GraphPad Software (San Diego, Calif.).",B,CHEMBL3699613,=,nM,20.0,CHEMBL203,Homo sapiens,IC50,nM,20.0
5575,16390277,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3735952,=,nM,880.0,CHEMBL203,Homo sapiens,IC50,uM,0.88
5576,16390278,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3736508,=,nM,882.0,CHEMBL203,Homo sapiens,IC50,uM,0.882
5577,16390279,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734877,=,nM,2360.0,CHEMBL203,Homo sapiens,IC50,uM,2.36
5578,16390280,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3736183,=,nM,250.0,CHEMBL203,Homo sapiens,IC50,uM,0.25
5579,16390281,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734933,=,nM,290.0,CHEMBL203,Homo sapiens,IC50,uM,0.29
5580,16390282,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3735958,=,nM,1000.0,CHEMBL203,Homo sapiens,IC50,uM,1.0
5581,16390283,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734934,=,nM,2530.0,CHEMBL203,Homo sapiens,IC50,uM,2.53
5582,16390284,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3735474,=,nM,1000.0,CHEMBL203,Homo sapiens,IC50,uM,1.0
5583,16390285,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734786,=,nM,1040.0,CHEMBL203,Homo sapiens,IC50,uM,1.04
5584,16390292,CHEMBL3737957,Inhibition of EGFR phosphorylation in human NCI-H292 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL553,=,nM,6.3,CHEMBL203,Homo sapiens,IC50,nM,6.3
5585,16390300,CHEMBL3737962,Inhibition of EGFR T790M/del (746 to 750) deletion mutant phosphorylation in erlotinib-resistant human PC9 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3736121,=,nM,27.0,CHEMBL203,Homo sapiens,IC50,nM,27.0
5586,16390301,CHEMBL3737962,Inhibition of EGFR T790M/del (746 to 750) deletion mutant phosphorylation in erlotinib-resistant human PC9 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734988,=,nM,81.0,CHEMBL203,Homo sapiens,IC50,nM,81.0
5587,16390322,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3736121,=,nM,21000.0,CHEMBL203,Homo sapiens,IC50,uM,21.0
5588,16390323,CHEMBL3737956,Inhibition of EGFR phosphorylation in human NCI-H1975 cells preincubated for 1 hr followed by stimulation with EGF for 8 mins by electrochemiluminescent immunoassay,B,CHEMBL3734988,=,nM,261000.0,CHEMBL203,Homo sapiens,IC50,uM,261.0
5589,16395721,CHEMBL3745460,Inhibition of wild-type EGFR tyrosine kinase (unknown origin) assessed as ATP level by luminescence analysis,B,CHEMBL3740144,=,nM,8.4,CHEMBL203,Homo sapiens,IC50,nM,8.4
5590,16395722,CHEMBL3745460,Inhibition of wild-type EGFR tyrosine kinase (unknown origin) assessed as ATP level by luminescence analysis,B,CHEMBL3741473,=,nM,5.0,CHEMBL203,Homo sapiens,IC50,nM,5.0
5591,16395723,CHEMBL3745460,Inhibition of wild-type EGFR tyrosine kinase (unknown origin) assessed as ATP level by luminescence analysis,B,CHEMBL3740910,=,nM,4.1,CHEMBL203,Homo sapiens,IC50,nM,4.1
5592,16395724,CHEMBL3745460,Inhibition of wild-type EGFR tyrosine kinase (unknown origin) assessed as ATP level by luminescence analysis,B,CHEMBL939,=,nM,1.3,CHEMBL203,Homo sapiens,IC50,nM,1.3
5593,16398677,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3739750,=,nM,4670.0,CHEMBL203,Homo sapiens,IC50,uM,4.67
5594,16398678,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740247,=,nM,9190.0,CHEMBL203,Homo sapiens,IC50,uM,9.19
5595,16398679,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3739587,=,nM,4480.0,CHEMBL203,Homo sapiens,IC50,uM,4.48
5596,16398680,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740131,=,nM,3220.0,CHEMBL203,Homo sapiens,IC50,uM,3.22
5597,16398681,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3742349,=,nM,7880.0,CHEMBL203,Homo sapiens,IC50,uM,7.88
5598,16398682,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3741526,=,nM,3200.0,CHEMBL203,Homo sapiens,IC50,uM,3.2
5599,16398683,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740930,=,nM,3560.0,CHEMBL203,Homo sapiens,IC50,uM,3.56
5600,16398684,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740713,=,nM,4490.0,CHEMBL203,Homo sapiens,IC50,uM,4.49
5601,16398685,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740385,=,nM,3780.0,CHEMBL203,Homo sapiens,IC50,uM,3.78
5602,16398686,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3741069,=,nM,2560.0,CHEMBL203,Homo sapiens,IC50,uM,2.56
5603,16398687,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740582,=,nM,3890.0,CHEMBL203,Homo sapiens,IC50,uM,3.89
5604,16398688,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3742060,=,nM,5430.0,CHEMBL203,Homo sapiens,IC50,uM,5.43
5605,16398689,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3741655,=,nM,2550.0,CHEMBL203,Homo sapiens,IC50,uM,2.55
5606,16398690,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740923,=,nM,3600.0,CHEMBL203,Homo sapiens,IC50,uM,3.6
5607,16398691,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3739586,=,nM,3450.0,CHEMBL203,Homo sapiens,IC50,uM,3.45
5608,16398692,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3742200,=,nM,4390.0,CHEMBL203,Homo sapiens,IC50,uM,4.39
5609,16398693,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740003,=,nM,2890.0,CHEMBL203,Homo sapiens,IC50,uM,2.89
5610,16398694,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3741960,=,nM,3670.0,CHEMBL203,Homo sapiens,IC50,uM,3.67
5611,16398695,CHEMBL3744325,Inhibition of EGFR (unknown origin) by microfluidic assay relative to control,B,CHEMBL3740492,=,nM,5100.0,CHEMBL203,Homo sapiens,IC50,uM,5.1
5612,16404680,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740577,=,nM,860.0,CHEMBL203,Homo sapiens,IC50,uM,0.86
5613,16404681,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3739812,=,nM,1510.0,CHEMBL203,Homo sapiens,IC50,uM,1.51
5614,16404682,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740614,=,nM,11570.0,CHEMBL203,Homo sapiens,IC50,uM,11.57
5615,16404683,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741245,=,nM,1680.0,CHEMBL203,Homo sapiens,IC50,uM,1.68
5616,16404684,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740257,=,nM,2270.0,CHEMBL203,Homo sapiens,IC50,uM,2.27
5617,16404685,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741796,=,nM,5670.0,CHEMBL203,Homo sapiens,IC50,uM,5.67
5618,16404686,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741436,=,nM,790.0,CHEMBL203,Homo sapiens,IC50,uM,0.79
5619,16404687,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741762,=,nM,680.0,CHEMBL203,Homo sapiens,IC50,uM,0.68
5620,16404688,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3742128,=,nM,2520.0,CHEMBL203,Homo sapiens,IC50,uM,2.52
5621,16404690,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741219,=,nM,880.0,CHEMBL203,Homo sapiens,IC50,uM,0.88
5622,16404691,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740102,=,nM,2350.0,CHEMBL203,Homo sapiens,IC50,uM,2.35
5623,16404692,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740907,=,nM,720.0,CHEMBL203,Homo sapiens,IC50,uM,0.72
5624,16404693,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741324,=,nM,2380.0,CHEMBL203,Homo sapiens,IC50,uM,2.38
5625,16404694,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3742146,=,nM,4320.0,CHEMBL203,Homo sapiens,IC50,uM,4.32
5626,16404695,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL939,=,nM,12720.0,CHEMBL203,Homo sapiens,IC50,uM,12.72
5627,16404696,CHEMBL3743364,Inhibition of human recombinant EGFR T790M/L858R double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL1229592,=,nM,31.0,CHEMBL203,Homo sapiens,IC50,uM,0.031
5628,16404697,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740577,=,nM,570.0,CHEMBL203,Homo sapiens,IC50,uM,0.57
5629,16404698,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3739812,=,nM,1910.0,CHEMBL203,Homo sapiens,IC50,uM,1.91
5630,16404700,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741245,=,nM,1290.0,CHEMBL203,Homo sapiens,IC50,uM,1.29
5631,16404703,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741436,=,nM,3270.0,CHEMBL203,Homo sapiens,IC50,uM,3.27
5632,16404704,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741762,=,nM,2230.0,CHEMBL203,Homo sapiens,IC50,uM,2.23
5633,16404705,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3742128,=,nM,5110.0,CHEMBL203,Homo sapiens,IC50,uM,5.11
5634,16404707,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741219,=,nM,760.0,CHEMBL203,Homo sapiens,IC50,uM,0.76
5635,16404709,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740907,=,nM,1250.0,CHEMBL203,Homo sapiens,IC50,uM,1.25
5636,16404712,CHEMBL3743365,Inhibition of human recombinant EGFR T790M/delE746_A750 double mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL939,=,nM,10620.0,CHEMBL203,Homo sapiens,IC50,uM,10.62
5637,16404714,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3740577,=,nM,1120.0,CHEMBL203,Homo sapiens,IC50,uM,1.12
5638,16404715,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3739812,=,nM,4740.0,CHEMBL203,Homo sapiens,IC50,uM,4.74
5639,16404717,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741245,=,nM,2530.0,CHEMBL203,Homo sapiens,IC50,uM,2.53
5640,16404720,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741436,=,nM,1560.0,CHEMBL203,Homo sapiens,IC50,uM,1.56
5641,16404721,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3741762,=,nM,1490.0,CHEMBL203,Homo sapiens,IC50,uM,1.49
5642,16404722,CHEMBL3743366,Inhibition of human recombinant EGFR T790M mutant preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay,B,CHEMBL3742128,=,nM,2510.0,CHEMBL203,Homo sapiens,IC50,uM,2.51
